utc,time,nav_type,latitude,longitude,altitude,speed,heading,ehpe,evpe,hdop,signal_strength_4th
1345840908,Fri Aug 24 21:41:48 2012,0x0204,45.551486,-122.7452525,268.64,0.9,12,8.56,1.62,5,27
1345840909,Fri Aug 24 21:41:49 2012,0x0204,45.5515164,-122.7452557,268.8,1.8,16.5,8.56,1.62,5,27
1345840910,Fri Aug 24 21:41:50 2012,0x0204,45.5515564,-122.7452573,268.64,2.58,9,8.99,1.62,5,27
1345840911,Fri Aug 24 21:41:51 2012,0x0204,45.5515932,-122.7452573,268.48,2.4,19.5,8.56,1.62,5,27
1345840912,Fri Aug 24 21:41:52 2012,0x0204,45.5516284,-122.7452509,268.16,2.55,33,8.56,1.62,5,28
1345840913,Fri Aug 24 21:41:53 2012,0x0204,45.5516556,-122.7452429,268.16,1.99,22.5,8.56,1.62,5,28
1345840914,Fri Aug 24 21:41:54 2012,0x0204,45.5516892,-122.7452349,267.84,2.5,30,8.56,1.62,5,27
1345840915,Fri Aug 24 21:41:55 2012,0x0204,45.5517164,-122.7452205,267.84,1.75,54,8.56,1.62,5,28
1345840916,Fri Aug 24 21:41:56 2012,0x0204,45.551742,-122.7451997,268,2.45,55.5,8.56,1.62,5,30
1345840917,Fri Aug 24 21:41:57 2012,0x0204,45.551766,-122.7451853,268,1.66,61.5,8.56,1.62,5,30
1345840918,Fri Aug 24 21:41:58 2012,0x0204,45.5517852,-122.7451837,268,0,28.5,8.56,1.62,5,30
1345840919,Fri Aug 24 21:41:59 2012,0x0204,45.5518076,-122.7451997,268.16,1.13,340.5,8.15,1.62,5,30
1345840920,Fri Aug 24 21:42:00 2012,0x0204,45.5518268,-122.7452253,268.32,2.01,325.5,8.15,1.62,5,30
1345840921,Fri Aug 24 21:42:01 2012,0x0204,45.5518492,-122.7452621,268.48,3.31,307.5,7.39,1.62,5,30
1345840922,Fri Aug 24 21:42:02 2012,0x0204,45.5518668,-122.7452989,268.64,2.18,319.5,7.04,1.62,3,33
1345840923,Fri Aug 24 21:42:03 2012,0x0204,45.551878,-122.7453325,268.64,1.91,274.5,7.39,1.62,3,33
1345840924,Fri Aug 24 21:42:04 2012,0x0204,45.5518748,-122.7453789,268.8,3.08,255,7.39,1.62,3,33
1345840925,Fri Aug 24 21:42:05 2012,0x0204,45.5518716,-122.7454285,268.64,3.15,271.5,7.39,1.62,3,30
1345840926,Fri Aug 24 21:42:06 2012,0x0204,45.5518684,-122.7454701,268.64,1.5,271.5,7.39,1.62,3,30
1345840927,Fri Aug 24 21:42:07 2012,0x0204,45.5518588,-122.7455069,268.8,2.58,262.5,8.15,1.62,3,30
1345840928,Fri Aug 24 21:42:08 2012,0x0204,45.551854,-122.7455581,269.12,3.41,259.5,8.15,1.62,3,30
1345840929,Fri Aug 24 21:42:09 2012,0x0204,45.551846,-122.7456221,269.28,3.88,265.5,8.15,1.62,3,30
1345840930,Fri Aug 24 21:42:10 2012,0x0204,45.5518412,-122.7456781,269.44,3.37,277.5,8.15,1.62,3,30
1345840931,Fri Aug 24 21:42:11 2012,0x0204,45.5518364,-122.7457373,269.6,2.85,282,8.15,1.62,3,30
1345840932,Fri Aug 24 21:42:12 2012,0x0204,45.5518364,-122.7457933,270.08,3.21,282,7.04,1.62,5,30
1345840933,Fri Aug 24 21:42:13 2012,0x0204,45.551838,-122.7458429,270.24,1.87,285,7.76,1.62,3,30
1345840934,Fri Aug 24 21:42:14 2012,0x0204,45.5518396,-122.7458861,270.56,2.15,295.5,7.76,1.62,3,30
1345840935,Fri Aug 24 21:42:15 2012,0x0204,45.5518476,-122.7459277,270.72,1.63,336,7.76,1.62,3,30
1345840936,Fri Aug 24 21:42:16 2012,0x0204,45.551862,-122.7459533,270.56,0.72,3,7.76,1.62,3,30
1345840937,Fri Aug 24 21:42:17 2012,0x0204,45.5518764,-122.7459821,270.4,1.58,325.5,7.76,1.55,3,28
1345840938,Fri Aug 24 21:42:18 2012,0x0204,45.5518988,-122.7460125,270.08,1.89,337.5,7.76,1.55,3,28
1345840939,Fri Aug 24 21:42:19 2012,0x0204,45.5519244,-122.7460381,269.92,1.82,328.5,7.76,1.55,3,28
1345840940,Fri Aug 24 21:42:20 2012,0x0204,45.5519484,-122.7460733,269.6,2.11,315,7.76,1.55,3,28
1345840941,Fri Aug 24 21:42:21 2012,0x0204,45.5519772,-122.7461053,269.6,2.15,315,7.76,1.55,3,30
1345840942,Fri Aug 24 21:42:22 2012,0x0204,45.5519932,-122.7461485,269.28,2.43,307.5,7.39,1.55,5,30
1345840943,Fri Aug 24 21:42:23 2012,0x0204,45.552014,-122.7461901,268.96,2.58,321,7.76,1.55,3,30
1345840944,Fri Aug 24 21:42:24 2012,0x0204,45.55203,-122.7462333,268.8,2.36,306,7.76,1.55,3,30
1345840945,Fri Aug 24 21:42:25 2012,0x0204,45.5520428,-122.7462765,268.96,2.13,306,7.76,1.55,3,30
1345840946,Fri Aug 24 21:42:26 2012,0x0204,45.5520588,-122.7463229,269.12,2.58,306,7.04,1.55,3,30
1345840947,Fri Aug 24 21:42:27 2012,0x0204,45.5520812,-122.7463677,268.8,1.73,295.5,7.39,1.55,3,30
1345840948,Fri Aug 24 21:42:28 2012,0x0204,45.5520972,-122.7464125,268.32,1.87,303,8.15,1.55,3,30
1345840949,Fri Aug 24 21:42:29 2012,0x0204,45.552118,-122.7464557,268,1.95,309,7.04,1.55,3,28
1345840950,Fri Aug 24 21:42:30 2012,0x0204,45.552134,-122.7464957,267.68,1.95,304.5,7.04,1.55,3,28
1345840951,Fri Aug 24 21:42:31 2012,0x0204,45.5521564,-122.7465325,267.36,2.05,310.5,7.04,1.55,3,28
1345840952,Fri Aug 24 21:42:32 2012,0x0204,45.5521644,-122.7465709,266.72,1.33,306,7.76,1.55,3,28
1345840953,Fri Aug 24 21:42:33 2012,0x0204,45.552166,-122.7465901,267.04,1.06,241.5,7.76,1.55,3,28
1345840954,Fri Aug 24 21:42:34 2012,0x0204,45.5521516,-122.7466029,266.88,1.68,199.5,7.76,1.55,3,25
1345840955,Fri Aug 24 21:42:35 2012,0x0204,45.5521356,-122.7466109,266.88,2.45,201,7.76,1.55,3,25
1345840956,Fri Aug 24 21:42:36 2012,0x0204,45.5521164,-122.7466189,266.72,1.99,199.5,7.39,1.55,3,27
1345840957,Fri Aug 24 21:42:37 2012,0x0204,45.5520956,-122.7466221,266.88,2.43,183,7.39,1.55,3,28
1345840958,Fri Aug 24 21:42:38 2012,0x0204,45.5520668,-122.7466109,267.04,2.99,165,7.39,1.55,3,31
1345840959,Fri Aug 24 21:42:39 2012,0x0204,45.5520364,-122.7465917,267.36,3.11,151.5,7.39,1.55,3,30
1345840960,Fri Aug 24 21:42:40 2012,0x0204,45.5519948,-122.7465725,267.2,4.16,160.5,7.39,1.55,3,30
1345840961,Fri Aug 24 21:42:41 2012,0x0204,45.5519532,-122.7465549,267.52,4.41,165,7.04,1.55,3,30
1345840962,Fri Aug 24 21:42:42 2012,0x0204,45.55191,-122.7465549,267.68,3.88,187.5,7.04,1.55,3,33
1345840963,Fri Aug 24 21:42:43 2012,0x0204,45.5518748,-122.7465757,268,3.76,204,6.7,1.55,3,33
1345840964,Fri Aug 24 21:42:44 2012,0x0204,45.5518476,-122.7465997,268.32,2.9,207,7.04,1.55,3,33
1345840965,Fri Aug 24 21:42:45 2012,0x0204,45.5518172,-122.7466221,268.32,3.44,202.5,6.7,1.55,3,33
1345840966,Fri Aug 24 21:42:46 2012,0x0204,45.5517868,-122.7466461,268.48,3.27,202.5,7.39,1.55,3,33
1345840967,Fri Aug 24 21:42:47 2012,0x0204,45.5517564,-122.7466685,268.96,3.15,210,7.39,1.55,3,31
1345840968,Fri Aug 24 21:42:48 2012,0x0204,45.551726,-122.7466877,268.96,2.85,192,7.39,1.55,3,30
1345840969,Fri Aug 24 21:42:49 2012,0x0204,45.5516924,-122.7467053,269.12,3.37,201,7.39,1.55,3,30
1345840970,Fri Aug 24 21:42:50 2012,0x0204,45.5516588,-122.7467213,269.12,2.82,201,7.76,1.55,3,27
1345840971,Fri Aug 24 21:42:51 2012,0x0204,45.5516284,-122.7467341,269.12,2.93,204,7.04,1.55,3,27
1345840972,Fri Aug 24 21:42:52 2012,0x0204,45.5515948,-122.7467421,268.96,3.05,190.5,7.04,1.55,3,28
1345840973,Fri Aug 24 21:42:53 2012,0x0204,45.5515564,-122.7467421,268.96,3.18,175.5,7.04,1.55,3,28
1345840974,Fri Aug 24 21:42:54 2012,0x0204,45.5515132,-122.7467293,269.12,3.96,169.5,6.38,1.55,3,30
1345840975,Fri Aug 24 21:42:55 2012,0x0204,45.5514716,-122.7467197,268.96,3.58,177,7.04,1.55,3,30
1345840976,Fri Aug 24 21:42:56 2012,0x0204,45.55143,-122.7467133,268.96,3.62,177,7.04,1.55,3,30
1345840977,Fri Aug 24 21:42:57 2012,0x0204,45.55139,-122.7467101,268.8,3.41,180,7.04,1.55,3,30
1345840978,Fri Aug 24 21:42:58 2012,0x0204,45.5513532,-122.7467181,268.48,3.69,192,7.04,1.55,3,31
1345840979,Fri Aug 24 21:42:59 2012,0x0204,45.551318,-122.7467421,268.16,3.55,213,6.08,1.55,3,30
1345840980,Fri Aug 24 21:43:00 2012,0x0204,45.5512988,-122.7467853,267.84,2.9,243,6.7,1.55,3,30
1345840981,Fri Aug 24 21:43:01 2012,0x0204,45.5512924,-122.7468397,267.52,2.99,267,7.39,1.55,5,30
1345840982,Fri Aug 24 21:43:02 2012,0x0204,45.551294,-122.7469005,267.36,3.37,285,7.39,1.55,5,30
1345840983,Fri Aug 24 21:43:03 2012,0x0204,45.5513004,-122.7469661,267.2,3.92,297,7.39,1.55,5,30
1345840984,Fri Aug 24 21:43:04 2012,0x0204,45.5513228,-122.7470173,266.88,3.76,306,7.39,1.55,5,30
1345840985,Fri Aug 24 21:43:05 2012,0x0204,45.5513388,-122.7470733,266.56,3.51,304.5,8.56,1.55,5,30
1345840986,Fri Aug 24 21:43:06 2012,0x0204,45.5513532,-122.7471229,266.4,2.85,300,8.56,1.55,5,30
1345840987,Fri Aug 24 21:43:07 2012,0x0204,45.5513548,-122.7471789,266.24,3.08,280.5,8.56,1.55,5,30
1345840988,Fri Aug 24 21:43:08 2012,0x0204,45.5513532,-122.7472365,265.92,2.9,273,8.56,1.55,5,30
1345840989,Fri Aug 24 21:43:09 2012,0x0204,45.5513532,-122.7472909,265.44,2.45,273,7.76,1.55,5,30
1345840990,Fri Aug 24 21:43:10 2012,0x0204,45.5513564,-122.7473485,265.12,2.88,288,7.76,1.55,5,30
1345840991,Fri Aug 24 21:43:11 2012,0x0204,45.5513644,-122.7474093,264.8,3.21,282,7.76,1.55,5,30
1345840992,Fri Aug 24 21:43:12 2012,0x0204,45.5513724,-122.7474749,264.8,2.99,292.5,8.15,1.55,5,30
1345840993,Fri Aug 24 21:43:13 2012,0x0204,45.5513932,-122.7475197,264.32,3.15,313.5,8.15,1.55,5,30
1345840994,Fri Aug 24 21:43:14 2012,0x0204,45.5514124,-122.7475677,264.32,3.51,303,9.44,1.62,5,30
1345840995,Fri Aug 24 21:43:15 2012,0x0204,45.5514028,-122.7476509,264.32,3.84,277.5,9.44,1.62,5,30
1345840996,Fri Aug 24 21:43:16 2012,0x0204,45.5513836,-122.7477261,264,2.88,256.5,10.4,1.62,5,30
1345840997,Fri Aug 24 21:43:17 2012,0x0204,45.551358,-122.7477933,264,2.79,252,9.91,1.62,5,31
1345840998,Fri Aug 24 21:43:18 2012,0x0204,45.551334,-122.7478589,263.68,2.53,274.5,8.99,1.62,5,30
1345840999,Fri Aug 24 21:43:19 2012,0x0204,45.5513116,-122.7479069,263.52,1.47,253.5,8.99,1.62,5,30
1345841000,Fri Aug 24 21:43:20 2012,0x0204,45.5512892,-122.7479437,263.68,2.6,238.5,9.44,1.62,5,30
1345841001,Fri Aug 24 21:43:21 2012,0x0204,45.5512604,-122.7479901,263.36,3.02,228,8.15,1.62,5,30
1345841002,Fri Aug 24 21:43:22 2012,0x0204,45.5512268,-122.7480221,263.2,2.45,205.5,8.99,1.62,5,30
1345841003,Fri Aug 24 21:43:23 2012,0x0204,45.5511948,-122.7480365,263.2,2.4,180,8.99,1.62,5,30
1345841004,Fri Aug 24 21:43:24 2012,0x0204,45.5511612,-122.7480317,263.04,2.6,172.5,8.56,1.62,5,30
1345841005,Fri Aug 24 21:43:25 2012,0x0204,45.5511324,-122.7480221,263.36,2.66,153,8.56,1.62,5,30
1345841006,Fri Aug 24 21:43:26 2012,0x0204,45.5511068,-122.7479997,263.52,2.79,144,8.56,1.62,5,28
1345841007,Fri Aug 24 21:43:27 2012,0x0204,45.5510812,-122.7479709,263.68,2.85,136.5,8.56,1.62,5,28
1345841008,Fri Aug 24 21:43:28 2012,0x0204,45.551046,-122.7479389,263.84,3.69,150,8.56,1.62,5,28
1345841009,Fri Aug 24 21:43:29 2012,0x0204,45.5510044,-122.7479117,264.16,3.73,156,8.56,1.62,5,28
1345841010,Fri Aug 24 21:43:30 2012,0x0204,45.5509708,-122.7478797,264.32,3.27,145.5,8.56,1.62,5,30
1345841011,Fri Aug 24 21:43:31 2012,0x0204,45.5509324,-122.7478509,264.48,3.31,153,8.15,1.62,5,30
1345841012,Fri Aug 24 21:43:32 2012,0x0204,45.550894,-122.7478269,264.64,3.24,165,8.15,1.62,5,30
1345841013,Fri Aug 24 21:43:33 2012,0x0204,45.5508556,-122.7478141,264.96,3.08,177,8.15,1.62,5,30
1345841014,Fri Aug 24 21:43:34 2012,0x0204,45.5508188,-122.7478109,264.96,3.31,193.5,8.15,1.62,5,30
1345841015,Fri Aug 24 21:43:35 2012,0x0204,45.5507852,-122.7478221,265.12,3.02,202.5,8.56,1.62,5,30
1345841016,Fri Aug 24 21:43:36 2012,0x0204,45.5507516,-122.7478397,264.96,2.24,205.5,8.56,1.62,5,31
1345841017,Fri Aug 24 21:43:37 2012,0x0204,45.550718,-122.7478669,264.8,2.74,223.5,7.39,1.62,5,33
1345841018,Fri Aug 24 21:43:38 2012,0x0204,45.5506844,-122.7479053,264,2.38,225,8.56,1.62,5,33
1345841019,Fri Aug 24 21:43:39 2012,0x0204,45.550654,-122.7479469,263.36,2.96,223.5,8.56,1.62,5,33
1345841020,Fri Aug 24 21:43:40 2012,0x0204,45.55063,-122.7479885,262.72,2.68,247.5,8.99,1.62,5,31
1345841021,Fri Aug 24 21:43:41 2012,0x0204,45.5506092,-122.7480381,262.24,3.08,241.5,8.99,1.62,5,30
1345841022,Fri Aug 24 21:43:42 2012,0x0204,45.5505804,-122.7480941,261.6,4,232.5,8.56,1.62,5,30
1345841023,Fri Aug 24 21:43:43 2012,0x0204,45.55055,-122.7481501,261.28,4.24,235.5,8.56,1.62,5,30
1345841024,Fri Aug 24 21:43:44 2012,0x0204,45.550518,-122.7481997,260.64,3.55,232.5,8.56,1.62,5,30
1345841025,Fri Aug 24 21:43:45 2012,0x0204,45.550478,-122.7482461,260.16,3.84,222,8.56,1.62,5,30
1345841026,Fri Aug 24 21:43:46 2012,0x0204,45.550438,-122.7482669,259.68,4.28,202.5,9.44,1.62,5,30
1345841027,Fri Aug 24 21:43:47 2012,0x0204,45.5504012,-122.7482669,259.04,3.34,184.5,8.56,1.62,5,30
1345841028,Fri Aug 24 21:43:48 2012,0x0204,45.5503708,-122.7482509,258.24,3.27,168,9.44,1.62,5,27
1345841029,Fri Aug 24 21:43:49 2012,0x0204,45.5503372,-122.7482157,257.92,3.96,144,9.44,1.62,5,27
1345841030,Fri Aug 24 21:43:50 2012,0x0204,45.5503052,-122.7481709,257.6,4.08,144,9.44,1.62,5,27
1345841031,Fri Aug 24 21:43:51 2012,0x0204,45.550278,-122.7481293,257.28,3.24,133.5,9.44,1.62,5,27
1345841032,Fri Aug 24 21:43:52 2012,0x0204,45.5502604,-122.7480829,256.96,2.58,130.5,8.56,1.62,5,27
1345841033,Fri Aug 24 21:43:53 2012,0x0204,45.5502428,-122.7480461,256.64,1.99,138,8.56,1.62,5,27
1345841034,Fri Aug 24 21:43:54 2012,0x0204,45.5502268,-122.7480125,256.64,2.18,144,8.99,1.62,5,27
1345841035,Fri Aug 24 21:43:55 2012,0x0204,45.5502124,-122.7479661,256.48,2.48,127.5,8.99,1.62,5,27
1345841036,Fri Aug 24 21:43:56 2012,0x0204,45.550206,-122.7479261,256.16,1.53,114,8.99,1.62,5,27
1345841037,Fri Aug 24 21:43:57 2012,0x0204,45.5502012,-122.7478877,256.32,1.42,105,8.99,1.62,5,27
1345841038,Fri Aug 24 21:43:58 2012,0x0204,45.5501948,-122.7478493,256.48,1.27,120,8.99,1.62,5,27
1345841039,Fri Aug 24 21:43:59 2012,0x0204,45.5501804,-122.7478125,256.48,1.93,132,8.99,1.62,5,27
1345841040,Fri Aug 24 21:44:00 2012,0x0204,45.5501612,-122.7477677,256,3.08,132,9.44,1.62,5,27
1345841041,Fri Aug 24 21:44:01 2012,0x0204,45.5501292,-122.7477197,256,4.24,136.5,8.99,1.62,5,28
1345841042,Fri Aug 24 21:44:02 2012,0x0204,45.550086,-122.7476813,256,4.33,154.5,7.76,1.62,5,28
1345841043,Fri Aug 24 21:44:03 2012,0x0204,45.5500412,-122.7476461,255.52,4.2,160.5,8.99,1.62,5,33
1345841044,Fri Aug 24 21:44:04 2012,0x0204,45.550006,-122.7476109,255.36,3.37,151.5,8.56,1.62,5,33
1345841045,Fri Aug 24 21:44:05 2012,0x0204,45.5499724,-122.7475597,255.52,3.51,142.5,8.56,1.62,5,30
1345841046,Fri Aug 24 21:44:06 2012,0x0204,45.5499324,-122.7475165,255.84,4,154.5,9.44,1.62,5,28
1345841047,Fri Aug 24 21:44:07 2012,0x0204,45.5498908,-122.7474941,256.16,3.92,177,8.56,1.62,5,27
1345841048,Fri Aug 24 21:44:08 2012,0x0204,45.549854,-122.7475021,256.32,2.66,196.5,8.15,1.62,5,31
1345841049,Fri Aug 24 21:44:09 2012,0x0204,45.5498268,-122.7475341,256.32,3.02,226.5,8.99,1.62,5,30
1345841050,Fri Aug 24 21:44:10 2012,0x0204,45.5498156,-122.7475757,256.16,2.4,255,7.76,1.62,5,30
1345841051,Fri Aug 24 21:44:11 2012,0x0204,45.5498092,-122.7476173,256,2.38,259.5,7.76,1.62,5,30
1345841052,Fri Aug 24 21:44:12 2012,0x0204,45.5497916,-122.7476589,255.68,2.82,237,8.15,1.62,5,30
1345841053,Fri Aug 24 21:44:13 2012,0x0204,45.549774,-122.7477117,255.52,3.65,253.5,8.15,1.62,5,30
1345841054,Fri Aug 24 21:44:14 2012,0x0204,45.5497532,-122.7477757,255.2,4.04,256.5,7.39,1.62,5,30
1345841055,Fri Aug 24 21:44:15 2012,0x0204,45.5497324,-122.7478333,254.72,3.51,249,8.15,1.62,5,30
1345841056,Fri Aug 24 21:44:16 2012,0x0204,45.5497052,-122.7478829,254.4,4.04,235.5,8.15,1.62,5,30
1345841057,Fri Aug 24 21:44:17 2012,0x0204,45.5496764,-122.7479325,254.08,3.92,231,8.15,1.62,5,30
1345841058,Fri Aug 24 21:44:18 2012,0x0204,45.5496508,-122.7479821,253.6,3.88,234,7.76,1.62,5,30
1345841059,Fri Aug 24 21:44:19 2012,0x0204,45.5496316,-122.7480365,253.28,4,241.5,7.04,1.62,5,31
1345841060,Fri Aug 24 21:44:20 2012,0x0204,45.5496188,-122.7480941,252.96,3.73,255,7.04,1.62,5,33
1345841061,Fri Aug 24 21:44:21 2012,0x0204,45.5496076,-122.7481597,252.8,3.8,270,7.76,1.62,5,33
1345841062,Fri Aug 24 21:44:22 2012,0x0204,45.549598,-122.7482189,252.64,3.24,274.5,7.76,1.62,5,30
1345841063,Fri Aug 24 21:44:23 2012,0x0204,45.5495868,-122.7482733,252.48,2.18,270,7.76,1.62,5,30
1345841064,Fri Aug 24 21:44:24 2012,0x0204,45.5495756,-122.7483245,252.32,2.71,268.5,8.15,1.62,5,30
1345841065,Fri Aug 24 21:44:25 2012,0x0204,45.5495708,-122.7483757,252.16,2.33,291,8.15,1.62,5,30
1345841066,Fri Aug 24 21:44:26 2012,0x0204,45.5495644,-122.7484269,252,2.88,271.5,8.15,1.62,5,30
1345841067,Fri Aug 24 21:44:27 2012,0x0204,45.54955,-122.7484925,251.84,4,264,8.15,1.62,5,31
1345841068,Fri Aug 24 21:44:28 2012,0x0204,45.5495388,-122.7485501,251.52,3.24,262.5,8.15,1.62,5,31
1345841069,Fri Aug 24 21:44:29 2012,0x0204,45.5495244,-122.7486125,251.52,3.34,258,7.76,1.62,5,31
1345841070,Fri Aug 24 21:44:30 2012,0x0204,45.5495132,-122.7486669,251.2,3.31,255,7.76,1.62,5,30
1345841071,Fri Aug 24 21:44:31 2012,0x0204,45.549502,-122.7487213,251.04,3.65,247.5,7.76,1.62,5,30
1345841072,Fri Aug 24 21:44:32 2012,0x0204,45.5494764,-122.7487757,250.72,2.88,231,7.76,1.62,5,30
1345841073,Fri Aug 24 21:44:33 2012,0x0204,45.5494508,-122.7488205,250.4,2.6,225,7.76,1.62,5,30
1345841074,Fri Aug 24 21:44:34 2012,0x0204,45.5494284,-122.7488701,249.92,3.44,243,7.76,1.62,5,30
1345841075,Fri Aug 24 21:44:35 2012,0x0204,45.5494124,-122.7489261,249.6,3.27,253.5,7.76,1.62,5,30
1345841076,Fri Aug 24 21:44:36 2012,0x0204,45.5493996,-122.7489917,249.44,4.33,258,9.44,1.62,5,30
1345841077,Fri Aug 24 21:44:37 2012,0x0204,45.549382,-122.7490541,248.96,4.28,241.5,10.92,1.62,5,27
1345841078,Fri Aug 24 21:44:38 2012,0x0204,45.5493692,-122.7491021,249.12,2.88,244.5,11.47,1.62,5,27
1345841079,Fri Aug 24 21:44:39 2012,0x0204,45.5493484,-122.7491581,248.96,1.89,246,10.92,1.62,5,27
1345841080,Fri Aug 24 21:44:40 2012,0x0204,45.5493324,-122.7492061,248.64,1.39,252,10.4,1.62,5,27
1345841081,Fri Aug 24 21:44:41 2012,0x0204,45.5493276,-122.7492541,248.64,2.5,274.5,9.91,1.62,5,27
1345841082,Fri Aug 24 21:44:42 2012,0x0204,45.5493244,-122.7493133,248.64,2.6,274.5,9.91,1.62,5,27
1345841083,Fri Aug 24 21:44:43 2012,0x0204,45.5493212,-122.7493709,248.48,2.6,262.5,9.91,1.62,5,27
1345841084,Fri Aug 24 21:44:44 2012,0x0204,45.5493212,-122.7494301,248.16,3.48,267,8.56,1.71,5,27
1345841085,Fri Aug 24 21:44:45 2012,0x0204,45.5493308,-122.7494909,247.68,3.11,286.5,8.56,1.71,5,27
1345841086,Fri Aug 24 21:44:46 2012,0x0204,45.5493372,-122.7495389,247.52,2.38,285,8.56,1.71,5,27
1345841087,Fri Aug 24 21:44:47 2012,0x0204,45.5493452,-122.7495885,247.2,2.45,286.5,8.56,1.71,5,27
1345841088,Fri Aug 24 21:44:48 2012,0x0204,45.5493532,-122.7496445,247.04,3.31,304.5,8.15,1.71,5,27
1345841089,Fri Aug 24 21:44:49 2012,0x0204,45.5493644,-122.7497053,246.56,3.58,294,8.56,1.71,5,27
1345841090,Fri Aug 24 21:44:50 2012,0x0204,45.549374,-122.7497725,246.56,4.04,292.5,8.56,1.71,5,27
1345841091,Fri Aug 24 21:44:51 2012,0x0204,45.5493788,-122.7498381,246.24,3.88,289.5,8.56,1.71,5,28
1345841092,Fri Aug 24 21:44:52 2012,0x0204,45.549374,-122.7499069,246.24,3.69,273,8.56,1.62,3,28
1345841093,Fri Aug 24 21:44:53 2012,0x0204,45.5493644,-122.7499629,245.12,2.2,276,8.15,1.62,3,28
1345841094,Fri Aug 24 21:44:54 2012,0x0204,45.5493532,-122.7500061,244.48,1.63,276,8.15,1.62,3,28
1345841095,Fri Aug 24 21:44:55 2012,0x0204,45.5493388,-122.7500525,243.68,2.18,255,7.76,1.62,3,30
1345841096,Fri Aug 24 21:44:56 2012,0x0204,45.549318,-122.7501069,243.04,3.11,247.5,7.76,1.62,3,31
1345841097,Fri Aug 24 21:44:57 2012,0x0204,45.5492908,-122.7501565,242.24,2.79,235.5,7.76,1.62,3,31
1345841098,Fri Aug 24 21:44:58 2012,0x0204,45.5492684,-122.7502013,241.6,3.34,234,7.76,1.62,3,31
1345841099,Fri Aug 24 21:44:59 2012,0x0204,45.5492396,-122.7502493,241.12,3.05,225,7.39,1.62,3,31
1345841100,Fri Aug 24 21:45:00 2012,0x0204,45.5492172,-122.7502877,240.8,2.85,240,7.39,1.55,3,31
1345841101,Fri Aug 24 21:45:01 2012,0x0204,45.5491948,-122.7503149,240.8,2.03,217.5,7.04,1.55,3,33
1345841102,Fri Aug 24 21:45:02 2012,0x0204,45.5491644,-122.7503229,240.48,3.05,181.5,6.7,1.55,3,30
1345841103,Fri Aug 24 21:45:03 2012,0x0204,45.5491244,-122.7503101,240.48,3.84,169.5,7.39,1.55,3,28
1345841104,Fri Aug 24 21:45:04 2012,0x0204,45.549086,-122.7502909,240.48,3.58,162,7.39,1.55,3,28
1345841105,Fri Aug 24 21:45:05 2012,0x0204,45.5490524,-122.7502685,240.16,3.24,151.5,7.39,1.55,3,30
1345841106,Fri Aug 24 21:45:06 2012,0x0204,45.549014,-122.7502429,239.84,3.76,165,7.76,1.55,3,30
1345841107,Fri Aug 24 21:45:07 2012,0x0204,45.5489772,-122.7502221,239.52,3.65,166.5,7.76,1.55,3,28
1345841108,Fri Aug 24 21:45:08 2012,0x0204,45.5489452,-122.7501965,239.52,3.34,159,7.76,1.55,3,28
1345841109,Fri Aug 24 21:45:09 2012,0x0204,45.5489148,-122.7501661,239.2,3.34,147,7.39,1.55,3,28
1345841110,Fri Aug 24 21:45:10 2012,0x0204,45.548886,-122.7501421,239.04,2.63,165,7.39,1.55,3,28
1345841111,Fri Aug 24 21:45:11 2012,0x0204,45.5488572,-122.7501309,239.04,2.58,166.5,7.04,1.55,3,28
1345841112,Fri Aug 24 21:45:12 2012,0x0204,45.54883,-122.7501325,238.88,1.89,183,6.7,1.55,3,30
1345841113,Fri Aug 24 21:45:13 2012,0x0204,45.5488028,-122.7501501,238.4,2.38,210,6.38,1.55,3,25
1345841114,Fri Aug 24 21:45:14 2012,0x0204,45.5487788,-122.7501853,238.88,2.88,228,7.04,1.55,3,28
1345841115,Fri Aug 24 21:45:15 2012,0x0204,45.5487484,-122.7502285,238.88,3.69,226.5,6.7,1.55,3,31
1345841116,Fri Aug 24 21:45:16 2012,0x0204,45.548718,-122.7502797,238.56,3.84,238.5,6.7,1.55,3,31
1345841117,Fri Aug 24 21:45:17 2012,0x0204,45.5486956,-122.7503293,238.24,3.65,247.5,6.38,1.55,3,31
1345841118,Fri Aug 24 21:45:18 2012,0x0204,45.5486684,-122.7503901,237.6,4.33,243,7.04,1.55,3,31
1345841119,Fri Aug 24 21:45:19 2012,0x0204,45.548638,-122.7504541,237.12,3.69,240,7.39,1.55,3,31
1345841120,Fri Aug 24 21:45:20 2012,0x0204,45.548614,-122.7505149,236.48,4.28,246,6.38,1.55,3,31
1345841121,Fri Aug 24 21:45:21 2012,0x0204,45.5485916,-122.7505709,235.84,3.8,243,8.15,1.55,5,31
1345841122,Fri Aug 24 21:45:22 2012,0x0204,45.5485676,-122.7506205,235.36,3.44,238.5,8.15,1.55,5,33
1345841123,Fri Aug 24 21:45:23 2012,0x0204,45.5485404,-122.7506573,234.72,2.99,222,8.15,1.55,5,31
1345841124,Fri Aug 24 21:45:24 2012,0x0204,45.5485084,-122.7506829,234.24,3.62,207,8.15,1.55,5,33
1345841125,Fri Aug 24 21:45:25 2012,0x0204,45.5484668,-122.7506909,233.76,3.76,183,7.39,1.55,5,33
1345841126,Fri Aug 24 21:45:26 2012,0x0204,45.548422,-122.7506861,233.44,4.16,180,7.76,1.55,5,30
